ProductID,ProductName,Category,Brand,Price,Rating,NumberOfReviews,StockQuantity,DiscountPercentage,WarrantyMonths,SoldUnits,DemandLevel
EOS-01166,Philips OLED TV A272,TV,Philips,1660.31,4.8,360.0,108.0,0.0,12.0,597,Medium
EOS-01167,Belkin Wireless Mouse F283,Accessory,Belkin,75.68,4.5,229.0,218.0,0.0,12.0,429,Medium
EOS-01168,Valve Gaming Console G601,Gaming Console,Valve,521.66,,45.0,127.0,9.0,24.0,630,High
EOS-01169,AOC Office Monitor Y928,Monitor,AOC,543.27,5.0,68.0,64.0,33.0,12.0,441,Medium
EOS-01170,LG Gaming Monitor V640,Monitor,LG,515.85,4.3,184.0,119.0,0.0,24.0,626,High
EOS-01171,Fujifilm DSLR Camera L283,Camera,Fujifilm,1469.22,4.8,370.0,154.0,19.0,24.0,349,Low
EOS-01172,Samsung 4K Monitor K625,Monitor,Samsung,277.78,4.1,139.0,270.0,20.0,36.0,593,Medium
EOS-01173,Belkin Wireless Mouse M499,Accessory,Belkin,80.0,4.4,212.0,177.0,20.0,24.0,417,Medium
EOS-01174,Sony Mirrorless Camera S393,Camera,Sony,2022.2,,111.0,0.0,18.0,24.0,277,Low
EOS-01175,Microsoft USB-C Hub F930,Accessory,Microsoft,45.78,5.0,49.0,57.0,2.0,12.0,702,High
EOS-01176,Fujifilm Vlogging Camera H183,Camera,Fujifilm,1235.87,4.1,181.0,136.0,12.0,36.0,639,High
EOS-01177,Amazfit GPS Watch C438,Smartwatch,Amazfit,444.44,4.2,107.0,131.0,3.0,12.0,521,Medium
EOS-01178,OnePlus Foldable Phone U579,Smartphone,OnePlus,593.8,4.2,208.0,123.0,26.0,24.0,788,High
EOS-01179,Samsung Foldable Phone Q460,Smartphone,Samsung,507.01,3.2,62.0,7.0,0.0,12.0,368,Low
EOS-01180,Microsoft Pro Tablet B467,Tablet,Microsoft,329.26,3.7,190.0,80.0,0.0,24.0,453,Medium
EOS-01181,Acer Ultrabook H227,Laptop,Acer,1271.38,4.9,240.0,181.0,15.0,24.0,541,Medium
EOS-01182,MSI Creator Laptop U324,Laptop,MSI,1030.5,3.1,13.0,151.0,7.0,36.0,329,Low
EOS-01183,Google Budget Phone L774,Smartphone,Google,289.11,4.6,65.0,196.0,15.0,12.0,533,Medium
EOS-01184,Microsoft Pro Tablet S103,Tablet,Microsoft,179.76,3.8,149.0,9.0,0.0,24.0,366,Low
EOS-01185,Sony Console Bundle X795,Gaming Console,Sony,419.93,3.5,28.0,157.0,10.0,24.0,577,Medium
EOS-01186,Sony Mirrorless Camera G489,Camera,Sony,1178.43,,139.0,157.0,,12.0,436,Medium
EOS-01187,Sony Earbuds U408,Headphones,Sony,202.22,4.3,100.0,117.0,8.0,24.0,481,Medium
EOS-01188,Xiaomi Pro Smartphone V271,Smartphone,Xiaomi,442.31,4.4,195.0,118.0,16.0,12.0,393,Low
EOS-01189,Sony Studio Headphones X865,Headphones,Sony,37.09,3.5,22.0,267.0,12.0,24.0,556,Medium
EOS-01190,Logitech Wireless Mouse Z617,Accessory,Logitech,98.69,3.9,114.0,106.0,29.0,12.0,633,High
EOS-01191,Sony Retro Console Z935,Gaming Console,Sony,382.38,3.7,135.0,166.0,1.0,12.0,509,Medium
EOS-01192,Nikon Action Camera J749,Camera,Nikon,742.07,3.6,125.0,217.0,26.0,36.0,631,High
EOS-01193,Lenovo Ultrabook C495,Laptop,Lenovo,1515.18,3.6,86.0,80.0,0.0,36.0,343,Low
EOS-01194,Lenovo Mini Tablet N172,Tablet,Lenovo,290.89,3.3,213.0,113.0,11.0,12.0,654,High
EOS-01195,Microsoft Kids Tablet G385,Tablet,Microsoft,886.22,2.9,605.0,220.0,28.0,12.0,326,Low
EOS-01196,Sony Mirrorless Camera U332,Camera,Sony,1252.28,3.5,116.0,85.0,9.0,36.0,387,Low
EOS-01197,GoPro DSLR Camera F813,Camera,GoPro,1191.77,4.1,26.0,232.0,5.0,36.0,336,Low
EOS-01198,Garmin GPS Watch T593,Smartwatch,Garmin,217.37,3.9,335.0,149.0,28.0,12.0,354,Low
EOS-01199,Apple 5G Phone P854,Smartphone,Apple,524.5,3.2,214.0,149.0,0.0,12.0,633,High
EOS-01200,Valve Gaming Console E295,Gaming Console,Valve,326.82,5.0,129.0,125.0,18.0,24.0,718,High
EOS-01201,Logitech Webcam H886,Accessory,Logitech,41.08,3.9,185.0,265.0,24.0,12.0,362,Low
EOS-01202,Samsung Tablet J940,Tablet,Samsung,475.51,3.9,50.0,116.0,12.0,12.0,553,Medium
EOS-01203,Samsung 5G Phone L626,Smartphone,Samsung,815.65,4.5,101.0,190.0,6.0,24.0,451,Medium
EOS-01204,Nintendo Console Bundle Y789,Gaming Console,Nintendo,516.75,4.0,225.0,86.0,18.0,24.0,603,High
EOS-01205,Motorola Smartphone U645,Smartphone,Motorola,713.05,,387.0,152.0,23.0,24.0,455,Medium
EOS-01206,Apple Business Notebook I664,Laptop,Apple,2041.89,4.2,288.0,282.0,28.0,12.0,454,Medium
EOS-01207,Philips Mini LED TV A802,TV,Philips,1597.45,4.0,58.0,277.0,18.0,36.0,657,High
EOS-01208,JBL Earbuds T487,Headphones,JBL,68.89,3.9,56.0,149.0,0.0,12.0,493,Medium
EOS-01209,Amazfit Fitness Watch U685,Smartwatch,Amazfit,240.98,3.3,213.0,55.0,3.0,24.0,411,Medium
EOS-01210,Samsung 4K Monitor Y706,Monitor,Samsung,632.27,3.9,133.0,178.0,15.0,24.0,653,High
EOS-01211,Meta Console Bundle B325,Gaming Console,,463.56,3.4,309.0,89.0,12.0,12.0,589,Medium
EOS-01212,Apple Foldable Phone X149,Smartphone,Apple,582.02,3.6,16.0,78.0,4.0,12.0,462,Medium
EOS-01213,Apple Hybrid Watch T138,Smartwatch,Apple,307.85,4.6,161.0,14.0,4.0,24.0,443,Medium
EOS-01214,Apple Smartphone B627,Smartphone,Apple,1392.61,4.8,136.0,84.0,16.0,24.0,500,Medium
EOS-01215,Lenovo 2-in-1 Laptop L427,Laptop,Lenovo,1288.29,3.6,,178.0,2.0,24.0,554,Medium
EOS-01216,Dell 4K Monitor C342,Monitor,Dell,1006.58,3.9,190.0,193.0,21.0,36.0,480,Medium
EOS-01217,Apple Smartwatch B480,Smartwatch,Apple,209.71,4.5,69.0,168.0,8.0,12.0,533,Medium
EOS-01218,Canon Vlogging Camera T379,Camera,Canon,1523.01,3.8,66.0,299.0,3.0,12.0,300,Low
EOS-01219,Microsoft Kids Tablet D975,Tablet,Microsoft,397.79,4.0,106.0,76.0,8.0,24.0,519,Medium
EOS-01220,Sony Earbuds S466,Headphones,Sony,147.51,5.0,62.0,136.0,13.0,6.0,647,High
EOS-01221,Samsung Smartwatch V890,Smartwatch,Samsung,642.62,4.7,574.0,83.0,25.0,12.0,504,Medium
EOS-01222,GoPro DSLR Camera V706,Camera,GoPro,892.75,4.3,42.0,144.0,16.0,12.0,490,Medium
EOS-01223,Sony Noise Cancelling Headphones P254,Headphones,Sony,162.95,3.7,461.0,17.0,6.0,12.0,337,Low
EOS-01224,Samsung 5G Phone C648,Smartphone,Samsung,771.61,3.5,268.0,157.0,,12.0,688,High
EOS-01225,Dell Ultrabook N324,Laptop,Dell,1006.95,3.8,231.0,200.0,19.0,12.0,445,Medium
EOS-01226,JBL Studio Headphones V528,Headphones,JBL,230.71,4.1,44.0,74.0,34.0,12.0,416,Medium
EOS-01227,Samsung Budget Phone G282,Smartphone,Samsung,577.35,4.4,87.0,200.0,18.0,12.0,576,Medium
EOS-01228,TCL Smart TV L774,TV,TCL,1025.86,3.2,350.0,116.0,7.0,12.0,464,Medium
EOS-01229,AOC Ultrawide Monitor V134,Monitor,AOC,1384.01,3.0,34.0,163.0,19.0,12.0,320,Low
EOS-01230,Amazfit Sports Watch C348,Smartwatch,Amazfit,455.21,4.4,366.0,153.0,0.0,12.0,412,Medium
EOS-01231,Bose Noise Cancelling Headphones L744,Headphones,Bose,176.75,4.3,76.0,76.0,12.0,12.0,575,Medium
EOS-01232,Dell Curved Monitor X864,Monitor,Dell,499.66,3.8,67.0,133.0,0.0,24.0,541,Medium
EOS-01233,Motorola Foldable Phone F155,Smartphone,Motorola,1176.74,4.0,30.0,139.0,9.0,12.0,327,Low
EOS-01234,Samsung Sports Watch X763,Smartwatch,Samsung,365.05,3.7,127.0,229.0,0.0,24.0,641,High
EOS-01235,Microsoft Retro Console V857,Gaming Console,Microsoft,386.74,4.6,253.0,168.0,27.0,24.0,404,Medium
EOS-01236,MSI Ultrabook L730,Laptop,MSI,1050.73,4.1,96.0,189.0,15.0,24.0,604,High
EOS-01237,Lenovo Pro Tablet O222,Tablet,Lenovo,608.47,4.1,265.0,143.0,11.0,12.0,619,High
EOS-01238,OnePlus Smartphone U565,Smartphone,OnePlus,704.2,5.0,412.0,74.0,41.0,24.0,369,Low
EOS-01239,Sony Gaming Headset Q885,Headphones,Sony,93.88,5.0,218.0,58.0,33.0,24.0,563,Medium
EOS-01240,Apple Ultrabook Y756,Laptop,Apple,690.22,3.8,162.0,150.0,28.0,24.0,595,Medium
EOS-01241,Samsung 5G Phone K657,Smartphone,Samsung,467.17,3.6,209.0,93.0,8.0,12.0,553,Medium
EOS-01242,HP Gaming Laptop L934,Laptop,HP,923.67,3.1,69.0,77.0,26.0,12.0,557,Medium
EOS-01243,Fujifilm Vlogging Camera U149,Camera,Fujifilm,1216.88,4.7,142.0,86.0,0.0,24.0,351,Low
EOS-01244,Lenovo Gaming Laptop R285,Laptop,Lenovo,1512.46,3.8,142.0,182.0,17.0,12.0,446,Medium
EOS-01245,Sony Noise Cancelling Headphones U359,Headphones,Sony,124.44,4.2,333.0,90.0,0.0,6.0,608,High
EOS-01246,Microsoft Pro Tablet H996,Tablet,Microsoft,372.61,4.0,48.0,119.0,44.0,12.0,800,High
EOS-01247,Sony Vlogging Camera W366,Camera,Sony,652.97,4.0,151.0,290.0,11.0,12.0,452,Medium
EOS-01248,Acer 2-in-1 Laptop N485,Laptop,Acer,1747.71,4.1,240.0,146.0,12.0,12.0,469,Medium
EOS-01249,LG Gaming Monitor G112,Monitor,LG,516.73,3.7,249.0,254.0,7.0,12.0,393,Low
EOS-01250,Razer Power Bank X543,Accessory,Razer,65.52,3.6,102.0,64.0,14.0,6.0,614,High
EOS-01251,Apple Smartphone F997,Smartphone,Apple,659.9,3.5,193.0,138.0,9.0,12.0,440,Medium
EOS-01252,MSI Creator Laptop I903,Laptop,MSI,1225.06,4.5,55.0,123.0,3.0,36.0,464,Medium
EOS-01253,Apple 2-in-1 Laptop Y576,Laptop,Apple,852.19,4.5,289.0,87.0,9.0,24.0,574,Medium
EOS-01254,Apple Hybrid Watch X668,Smartwatch,Apple,537.1,5.0,392.0,107.0,21.0,24.0,789,High
EOS-01255,Sony Gaming Headset V808,Headphones,Sony,145.02,3.9,279.0,0.0,0.0,12.0,449,Medium
EOS-01256,MSI Creator Laptop S488,Laptop,MSI,736.44,3.7,93.0,60.0,10.0,12.0,552,Medium
EOS-01257,Sony QLED TV A792,TV,Sony,964.63,3.3,142.0,70.0,13.0,24.0,328,Low
EOS-01258,Motorola Smartphone N181,Smartphone,Motorola,282.59,3.7,211.0,105.0,18.0,24.0,429,Medium
EOS-01259,Apple Studio Headphones A756,Headphones,Apple,262.66,3.8,91.0,258.0,6.0,24.0,458,Medium
EOS-01260,Amazfit Fitness Watch H306,Smartwatch,Amazfit,380.41,4.0,51.0,84.0,,12.0,557,Medium
EOS-01261,BenQ Curved Monitor H689,Monitor,BenQ,600.51,4.2,207.0,74.0,2.0,12.0,376,Low
EOS-01262,Samsung Smartphone W156,Smartphone,Samsung,745.21,4.8,173.0,122.0,21.0,12.0,559,Medium
EOS-01263,LG OLED TV O540,TV,LG,1370.53,2.9,79.0,86.0,29.0,36.0,719,High
EOS-01264,Google 5G Phone L187,Smartphone,Google,320.35,3.1,152.0,206.0,8.0,12.0,491,Medium
EOS-01265,Samsung Mini LED TV A548,TV,Samsung,1364.67,3.8,234.0,177.0,2.0,24.0,405,Medium
EOS-01266,Panasonic DSLR Camera I393,Camera,Panasonic,1652.08,4.6,121.0,251.0,13.0,24.0,528,Medium
EOS-01267,Samsung Smart TV X777,TV,Samsung,831.06,4.8,36.0,67.0,0.0,24.0,542,Medium
EOS-01268,HP Business Notebook V276,Laptop,HP,862.61,4.0,274.0,80.0,0.0,24.0,475,Medium
EOS-01269,Apple Smartwatch I378,Smartwatch,Apple,404.28,5.0,1984.0,72.0,0.0,12.0,618,High
EOS-01270,Sony DSLR Camera J532,Camera,Sony,1143.57,3.2,243.0,156.0,26.0,36.0,356,Low
EOS-01271,Motorola Smartphone P982,Smartphone,Motorola,,3.6,72.0,158.0,9.0,24.0,674,High
EOS-01272,Panasonic Mirrorless Camera Z185,Camera,Panasonic,1977.63,3.9,81.0,52.0,15.0,12.0,429,Medium
EOS-01273,Fujifilm Mirrorless Camera R542,Camera,Fujifilm,1369.27,4.2,,173.0,22.0,12.0,560,Medium
EOS-01274,Huawei Fitness Watch A969,Smartwatch,Huawei,512.54,3.4,346.0,94.0,8.0,24.0,321,Low
EOS-01275,TCL Mini LED TV S706,TV,TCL,1753.05,4.0,260.0,89.0,12.0,36.0,440,Medium
EOS-01276,Lenovo Creator Laptop X831,Laptop,Lenovo,450.0,3.7,345.0,225.0,12.0,24.0,566,Medium
EOS-01277,OnePlus Smartphone T264,Smartphone,OnePlus,613.28,4.2,228.0,55.0,31.0,12.0,445,Medium
EOS-01278,Sony Gaming Console Q798,Gaming Console,Sony,208.29,4.2,156.0,,14.0,24.0,706,High
EOS-01279,Acer Business Notebook J867,Laptop,Acer,581.9,4.2,124.0,72.0,18.0,24.0,754,High
EOS-01280,Apple Pro Smartphone O887,Smartphone,Apple,521.82,3.8,166.0,251.0,14.0,24.0,699,High
EOS-01281,LG Ultrawide Monitor K484,Monitor,LG,481.97,2.9,219.0,230.0,6.0,24.0,463,Medium
EOS-01282,Hisense 4K TV X225,TV,Hisense,1744.47,4.7,80.0,100.0,8.0,,501,Medium
EOS-01283,Samsung Hybrid Watch U279,Smartwatch,Samsung,594.41,3.8,54.0,261.0,,,263,Low
EOS-01284,TCL OLED TV U911,TV,TCL,934.49,3.7,116.0,95.0,10.0,36.0,289,Low
EOS-01285,AOC Curved Monitor B161,Monitor,AOC,504.13,4.1,99.0,62.0,11.0,36.0,549,Medium
EOS-01286,Dell 2-in-1 Laptop U115,Laptop,Dell,1212.42,4.2,66.0,122.0,6.0,12.0,444,Medium
EOS-01287,Asus Gaming Monitor T979,Monitor,Asus,598.94,,43.0,103.0,21.0,12.0,544,Medium
EOS-01288,Canon Instant Camera Z198,Camera,Canon,572.13,4.0,326.0,168.0,0.0,24.0,313,Low
EOS-01289,Sennheiser Studio Headphones R249,Headphones,Sennheiser,450.0,3.8,,67.0,25.0,6.0,256,Low
EOS-01290,Bose Gaming Headset O905,Headphones,Bose,138.78,3.7,80.0,247.0,8.0,6.0,443,Medium
EOS-01291,Philips OLED TV P601,TV,Philips,881.1,4.3,87.0,102.0,12.0,36.0,555,Medium
EOS-01292,HP Business Notebook S996,Laptop,HP,1020.3,3.6,291.0,118.0,16.0,12.0,611,High
EOS-01293,TCL 4K TV Y596,TV,TCL,1254.79,4.4,288.0,194.0,22.0,36.0,486,Medium
EOS-01294,Apple Sports Watch M751,Smartwatch,Apple,584.8,3.4,168.0,204.0,22.0,24.0,328,Low
EOS-01295,Motorola Budget Phone K908,Smartphone,Motorola,850.44,3.5,65.0,167.0,32.0,24.0,498,Medium
EOS-01296,Meta VR Bundle V498,Gaming Console,Meta,447.13,3.7,80.0,238.0,0.0,24.0,413,Medium
EOS-01297,Logitech Earbuds A441,Headphones,Logitech,218.74,3.9,213.0,190.0,0.0,12.0,332,Low
EOS-01298,Acer Business Notebook U930,Laptop,Acer,2367.82,3.5,48.0,248.0,13.0,36.0,493,Medium
EOS-01299,Canon Instant Camera L262,Camera,Canon,,3.7,366.0,160.0,0.0,36.0,452,Medium
EOS-01300,Sennheiser Earbuds Z923,Headphones,Sennheiser,189.63,4.1,63.0,44.0,0.0,24.0,387,Low
EOS-01301,Lenovo Creator Laptop M417,Laptop,Lenovo,1720.82,,245.0,0.0,32.0,24.0,424,Medium
EOS-01302,Microsoft Webcam Q762,Accessory,Microsoft,109.78,4.1,194.0,178.0,27.0,12.0,605,High
EOS-01303,MSI Ultrabook J139,Laptop,MSI,1169.04,3.5,122.0,165.0,6.0,12.0,268,Low
EOS-01304,Huawei Drawing Tablet V876,Tablet,Huawei,355.36,3.6,150.0,92.0,14.0,12.0,614,High
EOS-01305,Nikon Vlogging Camera Y693,Camera,Nikon,1172.09,4.7,23.0,153.0,14.0,36.0,429,Medium
EOS-01306,Dell Ultrawide Monitor V191,Monitor,Dell,651.59,3.9,70.0,215.0,0.0,36.0,379,Low
EOS-01307,Amazfit Fitness Watch T538,Smartwatch,Amazfit,357.1,4.3,181.0,39.0,2.0,12.0,481,Medium
EOS-01308,Sony Console Bundle O681,Gaming Console,Sony,232.81,3.7,57.0,118.0,24.0,24.0,664,High
EOS-01309,Belkin USB-C Hub J544,Accessory,Belkin,122.33,3.8,365.0,80.0,10.0,24.0,457,Medium
EOS-01310,Sony Vlogging Camera M914,Camera,Sony,997.06,3.4,53.0,203.0,20.0,12.0,415,Medium
EOS-01311,Amazfit Hybrid Watch B357,Smartwatch,Amazfit,549.36,3.5,85.0,27.0,9.0,24.0,370,Low
EOS-01312,Logitech Gaming Headset R483,Headphones,Logitech,409.94,3.6,134.0,81.0,31.0,12.0,325,Low
EOS-01313,LG Smart TV F323,TV,LG,1391.79,4.1,,191.0,32.0,12.0,809,High
EOS-01314,Belkin Webcam Z594,Accessory,Belkin,70.4,5.0,151.0,94.0,6.0,6.0,589,Medium
EOS-01315,Apple Pro Smartphone H316,Smartphone,Apple,532.09,3.4,72.0,193.0,10.0,24.0,443,Medium
EOS-01316,Asus Curved Monitor U883,Monitor,Asus,795.41,3.6,227.0,149.0,24.0,36.0,612,High
EOS-01317,Huawei GPS Watch E851,Smartwatch,Huawei,182.89,4.7,64.0,159.0,26.0,12.0,543,Medium
EOS-01318,Bose Studio Headphones I135,Headphones,Bose,110.89,3.5,124.0,0.0,29.0,6.0,474,Medium
EOS-01319,Philips OLED TV N629,TV,Philips,1091.61,4.0,169.0,129.0,0.0,12.0,465,Medium
EOS-01320,Sennheiser Earbuds C212,Headphones,Sennheiser,143.56,4.7,28.0,216.0,36.0,12.0,580,Medium
EOS-01321,AOC Ultrawide Monitor X263,Monitor,AOC,804.04,4.3,213.0,106.0,8.0,12.0,315,Low
EOS-01322,Huawei Mini Tablet Y646,Tablet,Huawei,,3.9,69.0,122.0,9.0,12.0,370,Low
EOS-01323,Huawei Mini Tablet F781,Tablet,Huawei,568.5,4.9,324.0,169.0,21.0,24.0,533,Medium
EOS-01324,Philips Mini LED TV F165,TV,Philips,1522.92,3.5,309.0,167.0,29.0,24.0,715,High
EOS-01325,Samsung 5G Phone X764,Smartphone,Samsung,530.1,3.1,195.0,0.0,10.0,12.0,197,Low
EOS-01326,Motorola 5G Phone Y210,Smartphone,Motorola,706.31,4.8,213.0,207.0,2.0,24.0,526,Medium
EOS-01327,Logitech Wireless Mouse T642,Accessory,Logitech,53.12,3.6,204.0,202.0,3.0,24.0,458,Medium
EOS-01328,Logitech Power Bank U620,Accessory,Logitech,173.41,3.4,291.0,6.0,4.0,6.0,365,Low
EOS-01329,Samsung Hybrid Watch N806,Smartwatch,Samsung,210.48,3.3,160.0,3.0,15.0,12.0,593,Medium
EOS-01330,Hisense Mini LED TV L443,TV,Hisense,1288.18,4.3,206.0,145.0,0.0,24.0,606,High
EOS-01331,Xiaomi 5G Phone X979,Smartphone,Xiaomi,534.24,3.3,,255.0,41.0,24.0,237,Low
EOS-01332,Huawei Hybrid Watch W783,Smartwatch,Huawei,181.42,4.0,170.0,149.0,22.0,12.0,690,High
EOS-01333,Bose Wireless Headphones B196,Headphones,Bose,195.23,4.2,413.0,216.0,9.0,6.0,394,Low
EOS-01334,Microsoft Wireless Mouse H450,Accessory,Microsoft,65.52,3.7,231.0,0.0,48.0,6.0,558,Medium
EOS-01335,Motorola Foldable Phone Y372,Smartphone,Motorola,412.9,4.7,35.0,104.0,3.0,24.0,365,Low
EOS-01336,Lenovo Ultrabook N725,Laptop,Lenovo,1304.79,,136.0,175.0,13.0,36.0,580,Medium
EOS-01337,Philips Mini LED TV L626,TV,Philips,1706.02,4.0,142.0,0.0,23.0,36.0,515,Medium
EOS-01338,Razer USB-C Hub C144,Accessory,Razer,28.44,3.9,79.0,153.0,9.0,6.0,692,High
EOS-01339,Garmin Sports Watch Q369,Smartwatch,Garmin,291.11,4.7,140.0,99.0,20.0,24.0,753,High
EOS-01340,Garmin Fitness Watch C257,Smartwatch,Garmin,288.41,4.6,270.0,248.0,10.0,12.0,406,Medium
EOS-01341,MSI Gaming Laptop M945,Laptop,MSI,1009.69,4.0,15.0,136.0,1.0,24.0,558,Medium
EOS-01342,LG Office Monitor M974,Monitor,LG,412.33,4.2,127.0,153.0,9.0,24.0,480,Medium
EOS-01343,Canon DSLR Camera V614,Camera,Canon,1134.09,4.3,116.0,30.0,0.0,36.0,370,Low
EOS-01344,OnePlus Foldable Phone J867,Smartphone,OnePlus,533.77,4.8,241.0,0.0,0.0,12.0,499,Medium
EOS-01345,Fitbit Smartwatch X278,Smartwatch,Fitbit,1209.1493028324285,4.2,94.0,100.0,22.0,12.0,598,Medium
EOS-01346,Philips Smart TV R876,TV,Philips,1922.49,4.2,96.0,207.0,6.0,12.0,662,High
EOS-01347,Logitech Earbuds S228,Headphones,Logitech,160.24,4.2,497.0,131.0,4.0,24.0,544,Medium
EOS-01348,JBL Wireless Headphones X167,Headphones,JBL,219.96,4.0,98.0,70.0,25.0,6.0,469,Medium
EOS-01349,Lenovo Gaming Laptop H785,Laptop,Lenovo,1376.1,2.9,52.0,80.0,0.0,36.0,413,Medium
EOS-01350,Xiaomi Budget Phone X940,Smartphone,,526.66,4.2,78.0,209.0,29.0,12.0,551,Medium
EOS-01351,Apple Pro Smartphone Y880,Smartphone,Apple,,3.9,362.0,81.0,24.0,24.0,655,High
EOS-01352,Razer Mechanical Keyboard Y434,Accessory,Razer,37.31,4.7,146.0,0.0,10.0,12.0,600,High
EOS-01353,Sony OLED TV U864,TV,Sony,821.87,4.0,401.0,121.0,42.0,24.0,680,High
EOS-01354,Fitbit Hybrid Watch C182,Smartwatch,Fitbit,376.27,3.9,101.0,21.0,0.0,24.0,280,Low
EOS-01355,Samsung Gaming Monitor E720,Monitor,Samsung,928.09,4.6,44.0,98.0,0.0,,307,Low
EOS-01356,Nintendo Retro Console X441,Gaming Console,Nintendo,527.96,3.9,225.0,99.0,37.0,24.0,392,Low
EOS-01357,JBL Noise Cancelling Headphones H806,Headphones,JBL,104.45,4.5,324.0,18.0,0.0,6.0,667,High
EOS-01358,HP 2-in-1 Laptop T662,Laptop,HP,3909.913984559761,4.3,129.0,170.0,9.0,24.0,616,High
EOS-01359,TCL 4K TV S423,TV,TCL,1466.32,4.3,293.0,176.0,0.0,12.0,568,Medium
EOS-01360,Nintendo VR Bundle Z472,Gaming Console,Nintendo,321.52,3.5,616.0,135.0,16.0,24.0,527,Medium
EOS-01361,Lenovo Mini Tablet I268,Tablet,Lenovo,749.32,4.3,325.0,219.0,14.0,12.0,307,Low
EOS-01362,Apple Budget Phone A386,Smartphone,Apple,308.54,4.9,99.0,99.0,3.0,24.0,551,Medium
EOS-01363,Sony Gaming Console S743,Gaming Console,Sony,209.92,3.7,107.0,233.0,11.0,24.0,668,High
EOS-01364,Apple Foldable Phone A309,Smartphone,Apple,614.46,4.5,,203.0,17.0,12.0,491,Medium
EOS-01365,Samsung 4K TV Q874,TV,Samsung,724.54,3.3,283.0,90.0,19.0,36.0,802,High
EOS-01366,Sony Console Bundle K517,Gaming Console,Sony,499.69,4.0,58.0,210.0,30.0,24.0,586,Medium
EOS-01367,Nikon Instant Camera M138,Camera,Nikon,1125.11,3.4,162.0,0.0,17.0,36.0,346,Low
EOS-01368,Apple Kids Tablet H776,Tablet,Apple,298.93,3.2,85.0,146.0,14.0,24.0,511,Medium
EOS-01369,Google Pro Smartphone W925,Smartphone,Google,437.94,3.7,70.0,187.0,14.0,12.0,371,Low
EOS-01370,JBL Gaming Headset I880,Headphones,JBL,281.82,4.2,289.0,58.0,2.0,12.0,577,Medium
EOS-01371,Samsung 5G Phone Q528,Smartphone,Samsung,1476.97,4.7,179.0,150.0,20.0,12.0,381,Low
EOS-01372,Valve Console Bundle C783,Gaming Console,Valve,476.1,4.2,843.0,53.0,11.0,24.0,369,Low
EOS-01373,Sony DSLR Camera X381,Camera,Sony,1593.94,3.6,39.0,170.0,18.0,24.0,298,Low
EOS-01374,Sony Mini LED TV P194,TV,Sony,731.55,3.8,189.0,145.0,14.0,12.0,519,Medium
EOS-01375,Apple Business Notebook R927,Laptop,Apple,1559.28,4.2,385.0,184.0,16.0,24.0,455,Medium
EOS-01376,Huawei Fitness Watch B315,Smartwatch,Huawei,577.15,4.4,141.0,155.0,22.0,12.0,517,Medium
EOS-01377,GoPro Action Camera O764,Camera,GoPro,,4.4,116.0,4.0,28.0,24.0,509,Medium
EOS-01378,Motorola 5G Phone S431,Smartphone,Motorola,627.94,4.4,418.0,69.0,3.0,24.0,742,High
EOS-01379,Canon Vlogging Camera W249,Camera,Canon,1346.98,3.7,119.0,98.0,15.0,24.0,477,Medium
EOS-01380,Sony DSLR Camera H491,Camera,Sony,783.48,4.0,304.0,282.0,14.0,24.0,559,Medium
EOS-01381,Logitech Wireless Headphones H259,Headphones,Logitech,140.31,4.2,169.0,80.0,5.0,12.0,585,Medium
EOS-01382,Fujifilm Instant Camera U332,Camera,Fujifilm,911.55,3.0,,57.0,,36.0,315,Low
EOS-01383,Bose Earbuds K941,Headphones,Bose,93.68,3.6,128.0,170.0,31.0,24.0,467,Medium
EOS-01384,MSI Ultrabook H991,Laptop,MSI,2678.14,4.6,270.0,136.0,11.0,12.0,339,Low
EOS-01385,Valve Gaming Console E221,Gaming Console,Valve,577.49,4.6,66.0,140.0,17.0,24.0,484,Medium
EOS-01386,Dell Business Notebook N525,Laptop,Dell,635.51,3.9,362.0,121.0,33.0,36.0,694,High
EOS-01387,Valve Console Bundle T576,Gaming Console,Valve,,4.2,171.0,48.0,18.0,24.0,597,Medium
EOS-01388,Belkin Power Bank Z920,Accessory,Belkin,76.9,4.0,198.0,222.0,0.0,12.0,460,Medium
EOS-01389,Huawei Fitness Watch W136,Smartwatch,Huawei,175.97,3.2,67.0,27.0,3.0,24.0,438,Medium
EOS-01390,Apple 5G Phone W522,Smartphone,Apple,397.95,4.9,192.0,158.0,19.0,12.0,677,High
EOS-01391,Hisense Mini LED TV I347,TV,Hisense,1312.84,5.0,8.0,149.0,12.0,24.0,460,Medium
EOS-01392,Dell Ultrabook Z300,Laptop,Dell,1086.23,4.3,87.0,181.0,20.0,12.0,3624,High
EOS-01393,Sennheiser Noise Cancelling Headphones O642,Headphones,Sennheiser,249.25,3.6,66.0,91.0,19.0,6.0,332,Low
EOS-01394,Apple Smartwatch P383,Smartwatch,Apple,311.62,4.1,434.0,63.0,21.0,12.0,462,Medium
EOS-01395,Google Smartphone Z470,Smartphone,Google,975.85,4.5,189.0,0.0,19.0,12.0,323,Low
EOS-01396,Meta Console Bundle D507,Gaming Console,Meta,354.76,4.3,123.0,239.0,21.0,24.0,378,Low
EOS-01397,Logitech Webcam D894,Accessory,Logitech,97.45,2.9,49.0,126.0,9.0,24.0,263,Low
EOS-01398,Apple Gaming Headset A735,Headphones,Apple,166.5,4.2,236.0,19.0,30.0,24.0,486,Medium
